#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2016-02-10 06:45:04
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2016-02-10 06:45:04 172.31.22.76 HEAD / - 80 - 54.161.51.139 Cloud+mapping+experiment.+Contact+research@pdrlabs.net - 200 0 0 1041
#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2016-02-10 14:30:29
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2016-02-10 14:30:29 172.31.22.76 POST /azenv.php auth=145511465733&a=PSCMN&i=874063830&p=80 80 - 95.213.177.126 Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+5.1;+Trident/4.0) https://proxyradar.com/ 404 0 2 267
#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2016-02-10 15:42:24
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2016-02-10 15:42:24 172.31.22.76 GET /robots.txt - 80 - 66.249.65.23 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 404 0 2 106
2016-02-10 15:42:24 172.31.22.76 GET /tools/style.css - 80 - 66.249.65.27 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 0 0 59
2016-02-10 15:42:25 172.31.22.76 GET /tools/960.css - 80 - 66.249.65.27 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - 200 0 0 60
#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2016-02-10 19:09:44
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2016-02-10 19:09:44 172.31.22.76 GET / - 80 - 74.91.28.60 Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0) - 200 0 0 933
2016-02-10 19:15:30 172.31.22.76 POST /azenv.php auth=145513175843&a=PSCMN&i=874063830&p=80 80 - 95.213.177.125 Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+5.1;+Trident/4.0) https://proxyradar.com/ 404 0 2 223
#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2016-02-10 20:24:56
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2016-02-10 20:24:56 172.31.22.76 GET /testproxy.php - 80 - 185.25.151.159 Mozilla/5.0+(Windows+NT+5.1;+rv:32.0)+Gecko/20100101+Firefox/31.0 - 404 0 2 217
#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2016-02-10 23:08:40
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2016-02-10 23:08:40 172.31.22.76 GET /favicon.ico - 80 - 66.249.69.115 Googlebot-Image/1.0 - 304 0 0 389
