#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2016-02-22 00:48:13
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2016-02-22 00:48:13 172.31.22.76 HEAD / - 80 - 54.158.62.102 Cloud+mapping+experiment.+Contact+research@pdrlabs.net - 200 0 0 189
2016-02-22 14:23:13 172.31.22.76 GET / - 80 - 89.96.219.24 Mozilla/5.0+(Windows+NT+6.1;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.know-it.pe%2F&h=nAQEsn2a9&s=1 200 0 0 966
2016-02-22 14:23:13 172.31.22.76 GET /assets/css/mainStylesheet.css - 80 - 89.96.219.24 Mozilla/5.0+(Windows+NT+6.1;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.know-it.pe/ 200 0 0 228
2016-02-22 14:23:13 172.31.22.76 GET /tools/960.css - 80 - 89.96.219.24 Mozilla/5.0+(Windows+NT+6.1;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.know-it.pe/ 200 0 0 191
2016-02-22 14:23:13 172.31.22.76 GET /tools/style.css - 80 - 89.96.219.24 Mozilla/5.0+(Windows+NT+6.1;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.know-it.pe/ 200 0 0 200
2016-02-22 14:23:13 172.31.22.76 GET /images/bg.png - 80 - 89.96.219.24 Mozilla/5.0+(Windows+NT+6.1;+WOW64;+Trident/7.0;+rv:11.0)+like+Gecko http://www.know-it.pe/ 200 0 0 200
2016-02-22 14:23:20 172.31.22.76 GET /favicon.ico - 80 - 89.96.219.24 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64;+Trident/7.0;+rv:11.0)+like+Gecko - 200 0 0 206
2016-02-22 14:38:16 172.31.22.76 GET / - 80 - 198.20.69.74 - - 200 0 0 42
2016-02-22 14:38:16 172.31.22.76 GET /robots.txt - 80 - 198.20.69.74 - - 404 0 2 44
2016-02-22 14:38:16 172.31.22.76 GET /sitemap.xml - 80 - 198.20.69.74 - - 404 0 2 40
#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2016-02-22 18:38:45
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2016-02-22 18:38:45 172.31.22.76 GET / - 80 - 107.150.40.37 Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0) - 200 0 0 176
#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2016-02-22 19:18:56
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2016-02-22 19:18:56 172.31.22.76 GET / - 80 - 107.150.60.77 Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0) - 200 0 0 170
#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2016-02-22 19:51:03
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2016-02-22 19:51:03 172.31.22.76 GET /administrator/index.php - 80 - 222.174.5.28 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1 - 404 0 2 282
#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2016-02-22 20:58:19
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2016-02-22 20:58:19 172.31.22.76 GET /testproxy.php - 80 - 185.49.14.190 Mozilla/5.0+(Windows+NT+5.1;+rv:32.0)+Gecko/20100101+Firefox/31.0 - 404 0 2 220
2016-02-22 21:12:40 172.31.22.76 POST /azenv.php auth=145617559179&a=PSCMN&i=874063830&p=80 80 - 95.213.177.125 Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+5.1;+Trident/4.0) https://proxyradar.com/ 404 0 2 225
#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2016-02-22 21:31:46
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2016-02-22 21:31:46 172.31.22.76 GET / - 80 - 173.252.122.123 - - 200 0 0 153
